"id";"AuditType";"Topics";"Idx";"Completed";"Active";"createdAt";"updatedAt"
194;"IM/FM - IP";"PROC - Procedure Documented But Not Reported";"164";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
195;"IM/FM - IP";"Psych/ Diagnostic Interview";"165";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
196;"IM/FM - IP";"Resuscitation";"166";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
197;"IM/FM - IP";"Supervision of Residents and Fellows";"167";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
198;"Ob/Gyn - IP";"DX - Conflicting Documentation";"168";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
199;"Ob/Gyn - IP";"DX - Documented But Not Reported";"169";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
200;"Ob/Gyn - IP";"DX - Reported But Not Documented";"170";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
201;"Ob/Gyn - IP";"DX - Specificity ";"171";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
202;"Ob/Gyn - IP";"DX - Supporting Documentation";"172";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
203;"Ob/Gyn - IP";"EM - Age Discrepancy";"173";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
204;"Ob/Gyn - IP";"EM - Chief Complaint/Reason for Visit";"174";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
205;"Ob/Gyn - IP";"EM - Consultation Required Element";"175";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
206;"Ob/Gyn - IP";"EM - Critical Care Coding";"176";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
207;"Ob/Gyn - IP";"EM - Delivery Room Attendance";"177";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
208;"Ob/Gyn - IP";"EM - Discharge Service Issue";"178";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
209;"Ob/Gyn - IP";"EM - Encounter Type Issue";"179";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
210;"Ob/Gyn - IP";"EM - HPI Clarification";"180";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
211;"Ob/Gyn - IP";"EM - Independent Interpretation";"181";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
212;"Ob/Gyn - IP";"EM - Initial Evaluation/ Daily Care";"182";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
213;"Ob/Gyn - IP";"EM - Initial Inpatient/Observation EM Issue";"183";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
214;"Ob/Gyn - IP";"EM - Intensive Care";"184";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
215;"Ob/Gyn - IP";"EM - MDM Clarification";"185";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
216;"Ob/Gyn - IP";"EM - PE Clarification";"186";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
217;"Ob/Gyn - IP";"EM - ROS Clarification";"187";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
218;"Ob/Gyn - IP";"EM - Time Based LOS";"188";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
219;"Ob/Gyn - IP";"Only identified topic(s) in APPEAL or Non Provider issue";"189";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
220;"Ob/Gyn - IP";"PROC - Global Surgical Period/Package";"190";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
221;"Ob/Gyn - IP";"PROC - Procedure Documented But Not Reported";"191";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
222;"Ob/Gyn - IP";"Psych/ Diagnostic Interview";"192";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
223;"Ob/Gyn - IP";"Resuscitation";"193";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
224;"Ob/Gyn - IP";"Supervision of Residents and Fellows";"194";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
225;"Pediatrics - IP";"DX - Conflicting Documentation";"195";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
226;"Pediatrics - IP";"DX - Documented But Not Reported";"196";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
227;"Pediatrics - IP";"DX - Reported But Not Documented";"197";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
228;"Pediatrics - IP";"DX - Specificity ";"198";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
229;"Pediatrics - IP";"DX - Supporting Documentation";"199";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
230;"Pediatrics - IP";"EM - Age Discrepancy";"200";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
231;"Pediatrics - IP";"EM - Chief Complaint/Reason for Visit";"201";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
232;"Pediatrics - IP";"EM - Consultation Required Element";"202";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
233;"Pediatrics - IP";"EM - Critical Care Coding";"203";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
234;"Pediatrics - IP";"EM - Delivery Room Attendance";"204";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
235;"Pediatrics - IP";"EM - Discharge Service Issue";"205";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
236;"Pediatrics - IP";"EM - Encounter Type Issue";"206";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
237;"Pediatrics - IP";"EM - HPI Clarification";"207";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
238;"Pediatrics - IP";"EM - Independent Interpretation";"208";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
239;"Pediatrics - IP";"EM - Initial Evaluation/ Daily Care";"209";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
240;"Pediatrics - IP";"EM - Initial Inpatient/Observation EM Issue";"210";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
241;"Pediatrics - IP";"EM - Intensive Care";"211";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
242;"Pediatrics - IP";"EM - MDM Clarification";"212";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
243;"Pediatrics - IP";"EM - PE Clarification";"213";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
244;"Pediatrics - IP";"EM - ROS Clarification";"214";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
245;"Pediatrics - IP";"EM - Time Based LOS";"215";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
246;"Pediatrics - IP";"Only identified topic(s) in APPEAL or Non Provider issue";"216";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
247;"Pediatrics - IP";"PROC - Global Surgical Period/Package";"217";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
248;"Pediatrics - IP";"PROC - Procedure Documented But Not Reported";"218";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
249;"Pediatrics - IP";"Psych/ Diagnostic Interview";"219";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
250;"Pediatrics - IP";"Resuscitation";"220";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
251;"Pediatrics - IP";"Supervision of Residents and Fellows";"221";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
252;"Behavioral Health - IP";"DX - Conflicting Documentation";"222";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
253;"Behavioral Health - IP";"DX - Documented But Not Reported";"223";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
254;"Behavioral Health - IP";"DX - Reported But Not Documented";"224";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
255;"Behavioral Health - IP";"DX - Specificity ";"225";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
256;"Behavioral Health - IP";"DX - Supporting Documentation";"226";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
257;"Behavioral Health - IP";"EM - Age Discrepancy";"227";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
258;"Behavioral Health - IP";"EM - Chief Complaint/Reason for Visit";"228";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
259;"Behavioral Health - IP";"EM - Consultation Required Element";"229";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
260;"Behavioral Health - IP";"EM - Critical Care Coding";"230";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
261;"Behavioral Health - IP";"EM - Delivery Room Attendance";"231";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
262;"Behavioral Health - IP";"EM - Discharge Service Issue";"232";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
263;"Behavioral Health - IP";"EM - Encounter Type Issue";"233";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
264;"Behavioral Health - IP";"EM - HPI Clarification";"234";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
265;"Behavioral Health - IP";"EM - Independent Interpretation";"235";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
266;"Behavioral Health - IP";"EM - Initial Evaluation/ Daily Care";"236";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
267;"Behavioral Health - IP";"EM - Initial Inpatient/Observation EM Issue";"237";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
268;"Behavioral Health - IP";"EM - Intensive Care";"238";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
269;"Behavioral Health - IP";"EM - MDM Clarification";"239";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
270;"Behavioral Health - IP";"EM - PE Clarification";"240";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
271;"Behavioral Health - IP";"EM - ROS Clarification";"241";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
272;"Behavioral Health - IP";"EM - Time Based LOS";"242";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
273;"Behavioral Health - IP";"Only identified topic(s) in APPEAL or Non Provider issue";"243";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
274;"Behavioral Health - IP";"PROC - Global Surgical Period/Package";"244";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
275;"Behavioral Health - IP";"PROC - Procedure Documented But Not Reported";"245";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
276;"Behavioral Health - IP";"Psych/ Diagnostic Interview";"246";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
277;"Behavioral Health - IP";"Resuscitation";"247";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
278;"Behavioral Health - IP";"Supervision of Residents and Fellows";"248";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
279;"Internal Medicine/Family Medicine - Amb";"DX - Appropriate DX Association";"249";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
280;"Internal Medicine/Family Medicine - Amb";"DX - Conflicting Documentation";"250";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
281;"Internal Medicine/Family Medicine - Amb";"DX - Documented But Not Reported";"251";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
282;"Internal Medicine/Family Medicine - Amb";"DX - Initial Fracture VS. Subsequent ";"252";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
283;"Internal Medicine/Family Medicine - Amb";"DX - Not Definitive";"253";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
284;"Internal Medicine/Family Medicine - Amb";"DX - Primary DX/ DX Sequence";"254";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
285;"Internal Medicine/Family Medicine - Amb";"DX - Reported But Not Documented";"255";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
286;"Internal Medicine/Family Medicine - Amb";"DX - Sequela Diagnosis Issue";"256";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
287;"Internal Medicine/Family Medicine - Amb";"DX - Specificity ";"257";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
288;"Internal Medicine/Family Medicine - Amb";"DX - Supporting Documentation";"258";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
289;"Internal Medicine/Family Medicine - Amb";"EM - Chief Complaint/Reason for Visit";"259";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
290;"Internal Medicine/Family Medicine - Amb";"EM - Encounter Type Issue";"260";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
291;"Internal Medicine/Family Medicine - Amb";"EM - HPI Clarification";"261";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
292;"Internal Medicine/Family Medicine - Amb";"EM - MDM Clarification";"262";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
293;"Internal Medicine/Family Medicine - Amb";"EM - Patient Type";"263";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
294;"Internal Medicine/Family Medicine - Amb";"EM - PE Clarification";"264";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
295;"Internal Medicine/Family Medicine - Amb";"EM - ROS Clarification";"265";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
296;"Internal Medicine/Family Medicine - Amb";"EM - Time Based LOS";"266";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
297;"Internal Medicine/Family Medicine - Amb";"MOD - Modifier 25";"267";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
298;"Internal Medicine/Family Medicine - Amb";"MWE - Missing Depression Assessment- Questions 10 - Review potential risk factors for depression";"268";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
299;"Internal Medicine/Family Medicine - Amb";"MWE - Missing Depression Assessment-Questions 11 - Review potential risk factors for depression";"269";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
300;"Internal Medicine/Family Medicine - Amb";"MWE - Missing Depression Assessment-Questions 12 - Review potential risk factors for depression";"270";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
301;"Internal Medicine/Family Medicine - Amb";"MWE - Missing Depression Assessment-Questions 3 - Review potential risk factors for depression";"271";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
302;"Internal Medicine/Family Medicine - Amb";"MWE - Missing Functional Ability & Safety Assessment- Questions 5- Ability to successfully perform ADLs";"272";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
303;"Internal Medicine/Family Medicine - Amb";"MWE - Missing Functional Ability & Safety Assessment-Questions 13- Fall Risk";"273";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
304;"Internal Medicine/Family Medicine - Amb";"MWE - Missing Functional Ability & Safety Assessment-Questions 18- Home Safety";"274";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
305;"Internal Medicine/Family Medicine - Amb";"MWE - Missing Functional Ability & Safety Assessment-Questions 20- Fall Risk";"275";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
306;"Internal Medicine/Family Medicine - Amb";"MWE - Missing Functional Ability & Safety Assessment-Questions 4- Ability to successfully perform ADLs";"276";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
307;"Internal Medicine/Family Medicine - Amb";"MWE - Missing Functional Ability & Safety Assessment-Questions 7 - Ability to successfully perform ADLs";"277";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
308;"Internal Medicine/Family Medicine - Amb";"MWE - Missing Functional Ability & Safety Assessment-Questions 8- Hearing Impairment";"278";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
309;"Internal Medicine/Family Medicine - Amb";"MWE - Missing Functional Ability & Safety Assessment-Questions 9- Ability to successfully perform ADLs";"279";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
310;"Internal Medicine/Family Medicine - Amb";"MWE - Missing List of Providers, Suppliers, Medications information";"280";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
311;"Internal Medicine/Family Medicine - Amb";"MWE - Missing Medical/ Family History- Meds/Supplemets";"281";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
312;"Internal Medicine/Family Medicine - Amb";"MWE - Missing Medical/Family History- FH";"282";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
313;"Internal Medicine/Family Medicine - Amb";"MWE - Missing Medical/Family History- PMH/PSH";"283";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
314;"Internal Medicine/Family Medicine - Amb";"MWE - Missing MWE Questionaire Response- Question 1 - Self Assessment of Health Status";"284";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
315;"Internal Medicine/Family Medicine - Amb";"MWE - Missing MWE Questionaire Response- Question 2 - Psychosocial Risks";"285";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
316;"Internal Medicine/Family Medicine - Amb";"MWE - Missing MWE Questionaire Response- Question 4 - Activities of Daily Living (ADL) and Instrumental ADLs";"286";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
317;"Internal Medicine/Family Medicine - Amb";"MWE - Missing MWE Questionaire Response- Question 5 - Activities of Daily Living (ADL) and Instrumental ADLs";"287";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
318;"Internal Medicine/Family Medicine - Amb";"MWE - Missing MWE Questionaire Response- Question 9 - Activities of Daily Living (ADL) and Instrumental ADLs";"288";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
319;"Internal Medicine/Family Medicine - Amb";"MWE - Missing MWE Questionaire Response-Question 14 - Psychosocial Risks";"289";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
320;"Internal Medicine/Family Medicine - Amb";"MWE - Missing MWE Questionaire Response-Question 3 - Psychosocial Risks";"290";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
321;"Internal Medicine/Family Medicine - Amb";"MWE - Missing MWE Questionaire Response-Question 6 - Psychosocial Risks";"291";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
322;"Internal Medicine/Family Medicine - Amb";"MWE - Missing MWE Questionaire Response-Question 7 - Activities of Daily Living (ADL) and Instrumental ADLs";"292";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
323;"Internal Medicine/Family Medicine - Amb";"MWE - Missing Personalized Prevention Plan";"293";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
324;"Internal Medicine/Family Medicine - Amb";"MWE - Missing Routine Measurements Assessment - Blood Pressure";"294";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
325;"Internal Medicine/Family Medicine - Amb";"MWE - Missing Routine Measurements Assessment - BMI (or waist circumference, if appropriate)";"295";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
326;"Internal Medicine/Family Medicine - Amb";"MWE - Missing Routine Measurements Assessment - Height";"296";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
327;"Internal Medicine/Family Medicine - Amb";"MWE - Missing Routine Measurements Assessment - Weight";"297";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
328;"Internal Medicine/Family Medicine - Amb";"MWE - Missing Scheduling of Screening Preventive Services";"298";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
329;"Internal Medicine/Family Medicine - Amb";"Only identified topic(s) in APPEAL or Non Provider issue";"299";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
330;"Internal Medicine/Family Medicine - Amb";"PROC - Procedure Documentation Issue";"300";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
331;"Internal Medicine/Family Medicine - Amb";"PROC - Procedure Documented But Not Reported";"301";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
332;"Internal Medicine/Family Medicine - Amb";"PROC - Procedure Only Visit";"302";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
333;"Internal Medicine/Family Medicine - Amb";"PROC - Procedure Reported But Not Documented ";"303";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
334;"Internal Medicine/Family Medicine - Amb";"PROC - Procedure Reporting Issue";"304";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
335;"Internal Medicine/Family Medicine - Amb";"TAV Coding";"305";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
336;"Internal Medicine/Family Medicine - Amb";"Video Visits";"306";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
337;"Inpatient E&M - IP";"Age discrepancy";"307";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
338;"Inpatient E&M - IP";"Chief Complaint";"308";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
339;"Inpatient E&M - IP";"Consultation Required Element";"309";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
340;"Inpatient E&M - IP";"Critical Care ";"310";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
341;"Inpatient E&M - IP";"Critical Care Coding";"311";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
342;"Inpatient E&M - IP";"Delivery Room attendance";"312";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
343;"Inpatient E&M - IP";"Discharge service issue";"313";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
344;"Inpatient E&M - IP";"Discharge service issue";"314";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
345;"Inpatient E&M - IP";"DX Conflicting Documentation";"315";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
346;"Inpatient E&M - IP";"DX Not Documented";"316";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
347;"Inpatient E&M - IP";"DX Specificity ";"317";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
348;"Inpatient E&M - IP";"DX Supporting Documentation";"318";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
349;"Inpatient E&M - IP";"Encounter/Visit Type Issue";"319";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
350;"Inpatient E&M - IP";"Global Surgical Period/Package";"320";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
351;"Inpatient E&M - IP";"HPI Clarification";"321";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
352;"Inpatient E&M - IP";"Independent Interpretation";"322";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
353;"Inpatient E&M - IP";"Initial Evaluation/ Daily Care";"323";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
354;"Inpatient E&M - IP";"Initial IP/OBS EM Issue";"324";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
355;"Inpatient E&M - IP";"Intensive Care";"325";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
356;"Inpatient E&M - IP";"MDM Clarification";"326";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
357;"Inpatient E&M - IP";"Only identified topic(s) in APPEAL or Non Provider issue";"327";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
358;"Inpatient E&M - IP";"PE Clarification";"328";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
359;"Inpatient E&M - IP";"Procedure documented but not reported";"329";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
360;"Inpatient E&M - IP";"Psych/ Diagnostic Interview";"330";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
361;"Inpatient E&M - IP";"Resuscitation";"331";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
362;"Inpatient E&M - IP";"ROS Clarification";"332";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
363;"Inpatient E&M - IP";"Supervision of Residents and Fellows";"333";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
364;"Inpatient E&M - IP";"Time Based LOS";"334";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
365;"IP Procedure";"Diagnosis or reason not documented/ associated";"335";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
366;"IP Procedure";"Missed Procedure Code";"336";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
367;"IP Procedure";"Procedure documentation issue";"337";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
368;"IP Procedure";"Procedure documented but not reported";"338";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
369;"IP Procedure";"Procedure reporting Issue";"339";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
370;"IP Procedure";"Required element- Time";"340";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
371;"MD Liaison Ambulatory";"DX - Appropriate DX Association";"341";"FALSE";"TRUE";"2018-07-31 00:00:00";"2018-07-31 00:00:00"
